,OBJECTID,ID,totalpop,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,MINORPOP,poc,LOWINCOME,lowincome,LESSHS,LESSHSPCT,LINGISO,LINGISOPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PRE1960,PRE1960PCT,VULEOPCT,VULSVI6PCT,VULEO,VULSVI6,DISPEO,DISPSVI6,dpm,CANCER,RESP,traffic,PWDIS,PNPL,PRMP,PTSDF,O3,PM25,D_LDPNT_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_PWDIS_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_OZONE_2,D_PM25_2,STATE_NAME,ST_ABBREV,REGION,P_MINORPCT,P_LWINCPCT,P_LESHSPCT,P_LNGISPCT,P_UNDR5PCT,P_OVR64PCT,P_LDPNT,P_VULEOPCT,P_VSVI6PCT,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_PWDIS,P_PNPL,P_PRMP,P_PTSDF,P_OZONE,P_PM25,P_LDPNT_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_PWDIS_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_OZONE_D2,P_PM25_D2,B_MINORPCT,B_LWINCPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_LDPNT,B_VULEOPCT,B_VSVI6PCT,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_PWDIS,B_PNPL,B_PRMP,B_PTSDF,B_OZONE,B_PM25,B_LDPNT_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_PWDIS_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_OZONE_D2,B_PM25_D2,T_MINORPCT,T_LWINCPCT,T_LESHSPCT,T_LNGISPCT,T_UNDR5PCT,T_OVR64PCT,T_VULEOPCT,T_VSVI6PCT,T_LDPNT,T_LDPNT_D2,T_DSLPM,T_DSLPM_D2,T_CANCR,T_CANCR_D2,T_RESP,T_RESP_D2,T_PTRAF,T_PTRAF_D2,T_PWDIS,T_PWDIS_D2,T_PNPL,T_PNPL_D2,T_PRMP,T_PRMP_D2,T_PTSDF,T_PTSDF_D2,T_OZONE,T_OZONE_D2,T_PM25,T_PM25_D2,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area,area
165023,165024,420032703002,663,663,494,302,364,189,0.285067873303,343,0.517345399698,102,0.206477732794,0,0.0,27,0.0407239819005,115,0.173453996983,297,0.815934065934,0.4012066365,0.20384483078,266.0,135.149122807,27.5322388143,13.3880249437,1.2909802594,72.2099226177,1.86023647742,1228.57832296,0.0478747370394,0.106003727814,0.850732046615,0.26512839407,37.984545,10.5491257534,22.46449156,35.5435768063,1988.10083427,51.2164749474,33825.5117898,1.31809869334,2.91851994939,23.4225578744,7.29957826198,1045.79956419,290.441049525,Pennsylvania,PA,3,49.9730797926,78.1828581842,77.5571927754,44.449286974,30.2645131019,72.0562914453,93.2607527022,63.6597262788,65.7040289409,78.917403157,98.9610332592,60.2180434684,89.5854468784,87.8547725982,68.7265464725,73.2851847812,94.2565357743,51.148952529,82.9543901863,73.0129120791,63.5760066292,62.6702833,61.2978601733,76.3569331517,89.6806554742,64.7959693515,65.6698789028,70.7790746525,61.0968267178,61.5573943207,5,8,8,5,4,8,10,7,7,8,11,7,9,9,7,8,10,6.0,9.0,8,7,7,7,8,9,7,7,8,7.0,7.0,29% (49%ile),52% (78%ile),21% (77%ile),0% (44%ile),4% (30%ile),17% (72%ile),40% (63%ile),20% (65%ile),0.82 = fraction pre-1960 (93%ile),73%ile,1.29 ug/m3 (78%ile),63%ile,72 lifetime risk per million (98%ile),62%ile,1.9  (60%ile),61%ile,1200 daily vehicles/meters distance (89%ile),76%ile,0.048 toxicity-weighted concentration/meters distance (87%ile),89%ile,0.11 sites/km distance (68%ile),64%ile,0.85 facilities/km distance (73%ile),65%ile,0.27 facilities/km distance (94%ile),70%ile,38 ppb (51%ile),61%ile,10.5 ug/m3 (82%ile),61%ile,206316.0,0.0,0,0,3264.91542956,356950.556754,206316.0
165024,165025,420032704001,1034,1034,704,460,547,458,0.442940038685,538,0.520309477756,104,0.147727272727,12,0.0260869565217,57,0.0551257253385,110,0.106382978723,521,0.952468007313,0.48162475822,0.216428741625,498.0,223.78731884,126.091002917,33.8914286586,1.7562113559,62.3661075563,2.10563757599,76.4471243136,0.0372220710869,0.0930863277897,0.220739314452,0.191019902398,37.9366383333,10.5466309589,120.097646289,221.4424512,7863.80504982,265.501953737,9639.29457484,4.693368274,11.7373484289,27.8332415425,24.0858910705,4783.46877476,1329.83527501,Pennsylvania,PA,3,64.0872374269,78.4708539946,65.0162081881,60.8132332525,46.3535586831,39.1550058536,98.9999757389,71.9266227179,69.1767680751,90.3502052694,97.220174381,70.803594122,46.9597949982,86.8338377082,64.5087510712,42.1172491526,90.2366289276,50.4365378879,82.9225139591,85.6655071672,75.6258105248,71.5134086135,69.3566964435,69.653168846,92.2469559868,73.9689539095,66.4981482822,80.7432554678,67.870889698,69.2887871389,7,8,7,7,5,4,11,8,7,10,11,8,5,9,7,5,10,6.0,9.0,9,8,8,7,7,10,8,7,9,7.0,7.0,44% (64%ile),52% (78%ile),15% (65%ile),3% (60%ile),6% (46%ile),11% (39%ile),48% (71%ile),22% (69%ile),0.95 = fraction pre-1960 (98%ile),85%ile,1.76 ug/m3 (90%ile),75%ile,62 lifetime risk per million (97%ile),71%ile,2.1  (70%ile),69%ile,76 daily vehicles/meters distance (46%ile),69%ile,0.037 toxicity-weighted concentration/meters distance (86%ile),92%ile,0.093 sites/km distance (64%ile),73%ile,0.22 facilities/km distance (42%ile),66%ile,0.19 facilities/km distance (90%ile),80%ile,37.9 ppb (50%ile),67%ile,10.5 ug/m3 (82%ile),69%ile,396816.0,0.0,0,0,3668.43546213,686303.606216,396816.0
165025,165026,420032708001,851,810,637,320,371,107,0.125734430082,206,0.254320987654,30,0.0470957613815,14,0.04375,31,0.0364277320799,259,0.304347826087,238,0.641509433962,0.190027708868,0.135279456214,161.713580247,115.122817238,-144.37399859,-41.1648061127,1.0120820676,71.5459112213,1.67060943802,29.8457715045,0.0227178894641,0.107081682529,0.828884203193,0.278652569773,37.9628633333,10.5503035616,-92.6172821145,-146.118335001,-10329.3692858,-241.192564649,-4308.95337312,-3.27987254146,-15.4598106825,-119.669326783,-40.2301857156,-5480.85037737,-1523.18951154,Pennsylvania,PA,3,28.2950621797,40.1272608165,25.363638587,69.6340755973,25.8594422285,95.58770988,84.2736923377,28.0778807019,38.7643283445,66.3227551955,98.8974016694,50.4116739538,32.6942521316,84.7762678392,69.0508811587,72.6750728206,94.6813974431,50.8029416187,82.9710886967,13.5501667076,28.4425478369,24.1178473725,37.3100575718,39.1316951116,9.4050589628,26.4474140076,17.3590924141,7.96720134177,42.5295692795,38.2375692455,3,5,3,7,3,11,9,3,4,7,11,6,4,9,7,8,10,6.0,9.0,2,3,3,4,4,1,3,2,1,5.0,4.0,13% (28%ile),25% (40%ile),5% (25%ile),4% (69%ile),4% (25%ile),30% (95%ile),19% (28%ile),14% (38%ile),0.64 = fraction pre-1960 (84%ile),13%ile,1.01 ug/m3 (66%ile),28%ile,72 lifetime risk per million (98%ile),24%ile,1.7  (50%ile),37%ile,30 daily vehicles/meters distance (32%ile),39%ile,0.023 toxicity-weighted concentration/meters distance (84%ile),9%ile,0.11 sites/km distance (69%ile),26%ile,0.83 facilities/km distance (72%ile),17%ile,0.28 facilities/km distance (94%ile),7%ile,38 ppb (50%ile),42%ile,10.6 ug/m3 (82%ile),38%ile,320821.0,0.0,0,0,3465.38791815,555243.850587,320821.0
165026,165027,420032708002,1141,1108,881,523,545,417,0.365468886941,332,0.29963898917,22,0.0249716231555,0,0.0,101,0.0885188431201,197,0.172655565294,403,0.739449541284,0.332553938056,0.158542317947,379.444043321,180.896784777,-30.9507010417,-28.6498406555,1.0120820676,71.5459112213,1.67060943802,27.9362285488,0.0221730999684,0.100420077686,0.511197939221,0.236948162014,37.9628633333,10.5503035616,-22.8864816877,-31.324649504,-2214.39610897,-51.7065332736,-864.645858047,-0.686272988291,-3.10807180304,-15.82193459,-7.3337117249,-1174.97723372,-326.539291436,Pennsylvania,PA,3,57.7811376604,47.9183662503,13.5237183577,44.449286974,77.6836395389,71.7107129017,89.3803314946,54.8427276695,49.6696411132,66.3227551955,98.8974016694,50.4116739538,31.6757636599,84.6578214365,67.0035716883,61.2622839786,93.1611845998,50.8029416187,82.9710886967,34.4365489055,50.3500328259,52.3327846336,54.8971038963,49.854534076,14.2300075287,48.0424832665,47.7941209621,34.316338181,55.9249431222,55.2268269942,6,5,2,5,8,8,9,6,5,7,11,6,4,9,7,7,10,6.0,9.0,4,6,6,6,5,2,5,5,4,6.0,6.0,37% (57%ile),30% (47%ile),2% (13%ile),0% (44%ile),9% (77%ile),17% (71%ile),33% (54%ile),16% (49%ile),0.74 = fraction pre-1960 (89%ile),34%ile,1.01 ug/m3 (66%ile),50%ile,72 lifetime risk per million (98%ile),52%ile,1.7  (50%ile),54%ile,28 daily vehicles/meters distance (31%ile),49%ile,0.022 toxicity-weighted concentration/meters distance (84%ile),14%ile,0.1 sites/km distance (67%ile),48%ile,0.51 facilities/km distance (61%ile),47%ile,0.24 facilities/km distance (93%ile),34%ile,38 ppb (50%ile),55%ile,10.6 ug/m3 (82%ile),55%ile,316228.0,0.0,0,0,4997.4175903,547178.494523,316228.0
165027,165028,420032708003,815,815,702,395,429,133,0.163190184049,110,0.134969325153,54,0.0769230769231,0,0.0,0,0.0,153,0.18773006135,278,0.648018648019,0.149079754601,0.0938021079125,121.5,76.4487179487,-171.639103117,-73.2274430747,1.0120820676,71.5459112213,1.67060943802,13.7203826411,0.0181346016341,0.100203160448,0.511867607711,0.236266693335,37.9628633333,10.5503035616,-111.225339549,-173.712858363,-12280.0760337,-286.7419056,-2354.95417094,-3.11260675985,-17.1987805887,-87.856497102,-40.5526033404,-6515.91181427,-1810.84464093,Pennsylvania,PA,3,34.4604106483,18.3231825197,40.1590630986,44.449286974,3.97333749288,77.1045971938,84.6314598763,18.5593965855,16.4551577475,66.3227551955,98.8974016694,50.4116739538,21.0866535778,83.7429522424,66.9398701302,61.2993738455,93.1285675064,50.8029416187,82.9710886967,10.4886030038,24.9105608086,19.3483254456,33.6830016625,44.0593724618,9.55806215539,24.685138087,21.9978362417,7.89150540821,38.8461099655,34.0699390147,4,2,5,5,1,8,9,2,2,7,11,6,3,9,7,7,10,6.0,9.0,2,3,2,4,5,1,3,3,1,4.0,4.0,16% (34%ile),13% (18%ile),8% (40%ile),0% (44%ile),0% (3%ile),19% (77%ile),15% (18%ile),9% (16%ile),0.65 = fraction pre-1960 (84%ile),10%ile,1.01 ug/m3 (66%ile),24%ile,72 lifetime risk per million (98%ile),19%ile,1.7  (50%ile),33%ile,14 daily vehicles/meters distance (21%ile),44%ile,0.018 toxicity-weighted concentration/meters distance (83%ile),9%ile,0.1 sites/km distance (66%ile),24%ile,0.51 facilities/km distance (61%ile),21%ile,0.24 facilities/km distance (93%ile),7%ile,38 ppb (50%ile),38%ile,10.6 ug/m3 (82%ile),34%ile,633745.0,0.0,0,0,5543.61785167,1096761.76519,633745.0
165028,165029,420032715001,424,424,351,201,341,21,0.0495283018868,111,0.26179245283,44,0.125356125356,0,0.0,24,0.0566037735849,65,0.153301886792,297,0.870967741935,0.155660377358,0.107763756742,66.0,45.6918328584,-86.5042695968,-32.17650122,1.2442813466,63.2224011461,1.75290444081,26.797665778,0.0194303063824,0.0947468751632,0.426974292664,0.205897710892,37.91885,10.5564890411,-75.3424283585,-107.635649061,-5469.0076333,-151.633718325,-2318.11250503,-1.68080446165,-8.19600923257,-36.9350993236,-17.8110310924,-3280.1424232,-913.181374007,Pennsylvania,PA,3,12.7642390786,41.4243581824,58.6393383207,44.449286974,48.0257194492,63.4940880104,95.8935089529,20.0665029417,24.0059936997,77.1517036309,97.4848938006,54.7162476895,31.0263309747,84.0522976437,65.1119777345,57.2588910401,91.390839552,50.2180850078,83.0390323195,17.0909086176,34.2709799844,39.8962068299,45.2872141344,44.1729635953,11.3763036754,36.1741564866,36.7164290127,19.9235792351,49.96156712,47.4249006555,2,5,6,5,5,7,11,3,3,8,11,6,4,9,7,6,10,6.0,9.0,2,4,4,5,5,2,4,4,2,5.0,5.0,5% (12%ile),26% (41%ile),13% (58%ile),0% (44%ile),6% (48%ile),15% (63%ile),16% (20%ile),11% (24%ile),0.87 = fraction pre-1960 (95%ile),17%ile,1.24 ug/m3 (77%ile),34%ile,63 lifetime risk per million (97%ile),39%ile,1.8  (54%ile),45%ile,27 daily vehicles/meters distance (31%ile),44%ile,0.019 toxicity-weighted concentration/meters distance (84%ile),11%ile,0.095 sites/km distance (65%ile),36%ile,0.43 facilities/km distance (57%ile),36%ile,0.21 facilities/km distance (91%ile),19%ile,37.9 ppb (50%ile),49%ile,10.6 ug/m3 (83%ile),47%ile,658971.0,0.0,0,0,6956.69453949,1140031.19006,658971.0
165029,165030,420032715002,1560,1560,755,502,806,1124,0.720512820513,1110,0.711538461538,90,0.119205298013,0,0.0,243,0.155769230769,199,0.127564102564,710,0.880893300248,0.716025641026,0.305764985566,1117.0,476.993377483,555.899385446,190.496676629,1.2442813466,63.2224011461,1.75290444081,58.8445317366,0.030343273644,0.0953696797456,0.374501600992,0.204542460154,37.91885,10.5564890411,489.688044251,691.695235896,35145.2939435,974.438501391,32711.6390292,16.8678071711,53.0159463607,208.18520984,113.705027897,21079.0654118,5868.34577041,Pennsylvania,PA,3,80.5430886643,93.4992554429,56.657013128,44.449286974,97.8651869416,50.7194386834,96.3531282138,89.7992424189,85.8205702661,77.1517036309,97.4848938006,54.7162476895,43.0162576708,86.0141415565,65.3148268752,54.69403678,91.3075322893,50.2180850078,83.0390323195,97.6698685653,88.8548202563,92.605396961,84.9604355267,76.1457090531,94.462190814,87.1537269001,81.3747724156,94.6799697067,87.5776795564,89.5992439254,9,10,6,5,11,6,11,9,9,8,11,6,5,9,7,6,10,6.0,9.0,11,9,10,9,8,10,9,9,10,9.0,9.0,72% (80%ile),71% (93%ile),12% (56%ile),0% (44%ile),16% (97%ile),13% (50%ile),72% (89%ile),31% (85%ile),0.88 = fraction pre-1960 (96%ile),97%ile,1.24 ug/m3 (77%ile),88%ile,63 lifetime risk per million (97%ile),92%ile,1.8  (54%ile),84%ile,59 daily vehicles/meters distance (43%ile),76%ile,0.03 toxicity-weighted concentration/meters distance (86%ile),94%ile,0.095 sites/km distance (65%ile),87%ile,0.37 facilities/km distance (54%ile),81%ile,0.2 facilities/km distance (91%ile),94%ile,37.9 ppb (50%ile),87%ile,10.6 ug/m3 (83%ile),89%ile,346314.0,0.0,0,0,5016.2133084,599052.549242,346314.0
165030,165031,420032715003,1042,1042,569,402,565,431,0.413627639155,641,0.615163147793,129,0.226713532513,0,0.0,88,0.084452975048,110,0.10556621881,518,0.916814159292,0.514395393474,0.240920585553,536.0,251.039250146,161.213563868,59.674146114,1.2442813466,63.2224011461,1.75290444081,366.071858828,0.0380456772489,0.0990484818349,0.547627519815,0.221742394981,37.91885,10.5564890411,147.802878024,200.59503034,10192.3086051,282.591972023,59015.7489935,6.13347921907,15.9679587523,88.2849841416,35.7478817556,6113.03294628,1701.84922025,Pennsylvania,PA,3,61.8637271563,87.1384353667,80.7637796122,44.449286974,74.7761832131,38.6686023979,97.8421308479,74.7827487783,74.8078673334,77.1517036309,97.4848938006,54.7162476895,72.9320031228,86.932305749,66.5606419987,62.9241198003,92.4096938831,50.2180850078,83.0390323195,87.453626095,74.7008337425,74.3910448957,69.9164715008,79.6841420679,92.7560536561,76.5136002819,74.1684471272,84.6492583997,70.0451218906,71.7110362347,7,9,9,5,8,4,11,8,8,8,11,6,8,9,7,7,10,6.0,9.0,9,8,8,7,8,10,8,8,9,8.0,8.0,41% (61%ile),62% (87%ile),23% (80%ile),0% (44%ile),8% (74%ile),11% (38%ile),51% (74%ile),24% (74%ile),0.92 = fraction pre-1960 (97%ile),87%ile,1.24 ug/m3 (77%ile),74%ile,63 lifetime risk per million (97%ile),74%ile,1.8  (54%ile),69%ile,370 daily vehicles/meters distance (72%ile),79%ile,0.038 toxicity-weighted concentration/meters distance (86%ile),92%ile,0.099 sites/km distance (66%ile),76%ile,0.55 facilities/km distance (62%ile),74%ile,0.22 facilities/km distance (92%ile),84%ile,37.9 ppb (50%ile),70%ile,10.6 ug/m3 (83%ile),71%ile,388516.0,0.0,0,0,4836.7442298,672064.053199,388516.0
165031,165032,420032814001,929,929,651,403,441,253,0.272335844995,345,0.371367061356,46,0.0706605222734,0,0.0,0,0.0,151,0.162540365985,358,0.81179138322,0.321851453176,0.146150632435,299.0,135.773937532,-35.1426095646,-34.8385208615,1.1282406144,54.1003844417,1.66948567807,17.1727461802,0.00709666385885,0.105268110249,0.550408784099,0.195301526076,38.076775,10.4924893151,-28.5284676284,-39.6493194068,-1901.22868773,-58.670083358,-603.495114163,-0.249395287203,-3.6993960981,-19.3428010005,-6.86340527825,-1338.1172373,-368.73345536,Pennsylvania,PA,3,48.5797389692,59.4266346051,37.1793299503,44.449286974,3.97333749288,67.6127254005,93.0496960522,53.3280061928,44.1147170706,72.1825307982,90.620910608,50.3574284974,24.2093448702,78.899733457,68.4967990824,63.0370550407,90.5898781973,52.3571735413,82.2979700759,31.7510115894,48.1523256724,53.373801866,54.2900225117,51.3118848157,17.5612122181,46.3092533608,45.6805587119,35.2850757753,55.4838531916,54.7113826327,5,6,4,5,1,7,10,6,5,8,10,6,3,8,7,7,10,6.0,9.0,4,5,6,6,6,2,5,5,4,6.0,6.0,27% (48%ile),37% (59%ile),7% (37%ile),0% (44%ile),0% (3%ile),16% (67%ile),32% (53%ile),15% (44%ile),0.81 = fraction pre-1960 (93%ile),31%ile,1.13 ug/m3 (72%ile),48%ile,54 lifetime risk per million (90%ile),53%ile,1.7  (50%ile),54%ile,17 daily vehicles/meters distance (24%ile),51%ile,0.0071 toxicity-weighted concentration/meters distance (78%ile),17%ile,0.11 sites/km distance (68%ile),46%ile,0.55 facilities/km distance (63%ile),45%ile,0.2 facilities/km distance (90%ile),35%ile,38.1 ppb (52%ile),55%ile,10.5 ug/m3 (82%ile),54%ile,348104.0,0.0,0,0,3400.22566636,601773.072831,348104.0
165032,165033,420032814002,1590,1590,881,640,682,927,0.583018867925,914,0.574842767296,70,0.0794551645857,0,0.0,135,0.0849056603774,173,0.108805031447,434,0.636363636364,0.57893081761,0.238504581939,920.500000001,379.222285282,348.608989013,87.2160324881,1.1282406144,54.1003844417,1.66948567807,77.628700756,0.0215754264237,0.0978735963252,0.328792915275,0.173530301854,38.076775,10.4924893151,221.842083917,393.314819949,18859.8803254,581.997714402,27062.0628889,7.52138759309,34.119615466,114.620165788,60.4942230923,13273.9060376,3657.77609235,Pennsylvania,PA,3,73.1640316053,83.77714276,41.273725205,44.449286974,75.1096056196,40.4781376869,83.973658236,80.0482110453,74.3110343569,72.1825307982,90.620910608,50.3574284974,47.2002752122,84.5305163809,66.165535,51.9636627293,88.5798026628,52.3571735413,82.2979700759,91.1705748082,81.9015768559,83.1524724926,77.721510616,75.0479857953,93.1417594169,83.0731281471,76.280581641,89.7314860769,79.7913498605,81.8490646469,8,9,5,5,8,5,9,9,8,8,10,6,5,9,7,6,9,6.0,9.0,10,9,9,8,8,10,9,8,9,8.0,9.0,58% (73%ile),57% (83%ile),8% (41%ile),0% (44%ile),8% (75%ile),11% (40%ile),58% (80%ile),24% (74%ile),0.64 = fraction pre-1960 (83%ile),91%ile,1.13 ug/m3 (72%ile),81%ile,54 lifetime risk per million (90%ile),83%ile,1.7  (50%ile),77%ile,78 daily vehicles/meters distance (47%ile),75%ile,0.022 toxicity-weighted concentration/meters distance (84%ile),93%ile,0.098 sites/km distance (66%ile),83%ile,0.33 facilities/km distance (51%ile),76%ile,0.17 facilities/km distance (88%ile),89%ile,38.1 ppb (52%ile),79%ile,10.5 ug/m3 (82%ile),81%ile,980860.0,0.0,0,0,5973.54713618,1695457.25536,980860.0
165033,165034,420032815001,454,454,396,206,245,169,0.372246696035,176,0.387665198238,42,0.106060606061,0,0.0,29,0.0638766519824,100,0.220264317181,150,0.612244897959,0.379955947137,0.19168557825,172.5,87.0252525253,9.20533396945,3.64736650735,1.2730655832,53.6834886959,1.8077085738,111.779505883,0.0153837995473,0.0951885635452,0.317147782172,0.161098470958,38.08735,10.4759383562,5.6359187568,11.7189938584,494.174442091,16.6405611412,1028.96768259,0.141613012552,0.876242517506,2.91945125256,1.48296522713,350.606776761,96.4345112118,Pennsylvania,PA,3,58.3671566096,61.8673424665,52.0435180231,44.449286974,55.9780636762,85.7984168151,82.6265493416,61.1413620714,62.0468622246,78.216474024,90.0650223223,57.5964857897,53.104354248,82.9499998869,65.261719443,51.1952246336,87.083431974,52.5054268966,82.1487700815,66.6512525483,60.679198724,59.7164742546,59.5644955419,62.2808839774,85.2956700973,60.8565288281,60.0223270288,62.5100323438,59.6102422751,59.7768027275,6,7,6,5,6,9,9,7,7,8,10,6,6,9,7,6,9,6.0,9.0,7,7,6,6,7,9,7,7,7,6.0,6.0,37% (58%ile),39% (61%ile),11% (52%ile),0% (44%ile),6% (55%ile),22% (85%ile),38% (61%ile),19% (62%ile),0.61 = fraction pre-1960 (82%ile),66%ile,1.27 ug/m3 (78%ile),60%ile,54 lifetime risk per million (90%ile),59%ile,1.8  (57%ile),59%ile,110 daily vehicles/meters distance (53%ile),62%ile,0.015 toxicity-weighted concentration/meters distance (82%ile),85%ile,0.095 sites/km distance (65%ile),60%ile,0.32 facilities/km distance (51%ile),60%ile,0.16 facilities/km distance (87%ile),62%ile,38.1 ppb (52%ile),59%ile,10.5 ug/m3 (82%ile),59%ile,304111.0,0.0,0,0,4268.8205121,525576.627819,304111.0
165034,165035,420032815002,991,986,666,428,480,102,0.102926337033,332,0.336713995943,32,0.048048048048,5,0.0116822429907,82,0.0827447023209,108,0.108980827447,402,0.8375,0.219820166488,0.115182692297,217.84178499,114.146048066,-138.600977205,-67.8528176688,1.2730655832,53.6834886959,1.8077085738,92.7117133575,0.00635398420411,0.0979821075416,0.360773363343,0.164122143179,38.08735,10.4759383562,-116.078318409,-176.448133877,-7440.58399302,-250.550174829,-12849.9340697,-0.880668419833,-13.5804158539,-50.0035407088,-22.7474894256,-5278.94392914,-1451.9752933,Pennsylvania,PA,3,24.1685408036,54.0174221305,25.86715845,49.7473777082,73.4076743865,40.5681880735,94.3088227083,34.7806121972,28.0724777988,78.216474024,90.0650223223,57.5964857897,50.0346654954,78.3041453271,66.1939219624,53.9252489379,87.4563532958,52.5054268966,82.1487700815,9.79456106129,24.6100800564,32.8522018448,36.5384632519,28.7887815599,13.409410438,28.5201491275,31.6123432891,15.9242031676,43.2596745571,39.3264237097,3,6,3,5,8,5,10,4,3,8,10,6,6,8,7,6,9,6.0,9.0,1,3,4,4,3,2,3,4,2,5.0,4.0,10% (24%ile),34% (54%ile),5% (25%ile),1% (49%ile),8% (73%ile),11% (40%ile),22% (34%ile),12% (28%ile),0.84 = fraction pre-1960 (94%ile),9%ile,1.27 ug/m3 (78%ile),24%ile,54 lifetime risk per million (90%ile),32%ile,1.8  (57%ile),36%ile,93 daily vehicles/meters distance (50%ile),28%ile,0.0064 toxicity-weighted concentration/meters distance (78%ile),13%ile,0.098 sites/km distance (66%ile),28%ile,0.36 facilities/km distance (53%ile),31%ile,0.16 facilities/km distance (87%ile),15%ile,38.1 ppb (52%ile),43%ile,10.5 ug/m3 (82%ile),39%ile,312995.0,0.0,0,0,3141.19759678,540931.999288,312995.0
165035,165036,420032901001,831,831,601,317,393,245,0.294825511432,466,0.560770156438,56,0.0931780366057,0,0.0,65,0.0782190132371,90,0.108303249097,317,0.806615776081,0.427797833935,0.189215994468,355.5,157.238491403,56.6060187855,4.62390267866,0.9356930456,52.3157765506,1.83984544897,353.974968508,0.0013460285075,0.058879640273,0.687344964334,0.142741958089,37.7498583333,10.5823279452,45.6593077735,52.9658581167,2961.3878302,104.146326047,20037.113717,0.0761933149812,3.33294202338,38.9078619632,8.08005396104,2136.86918997,599.023454461,Pennsylvania,PA,3,51.013899274,82.497531768,47.0298690816,44.449286974,69.6873744896,40.2066172398,92.7887744702,66.5873693243,61.2396515614,61.9034199604,87.8906967766,59.1745109873,72.3834424275,69.7368120629,48.7176193132,68.2170540652,84.3886145296,47.8476055567,83.3250881469,77.8533904083,65.3332719681,64.3348610454,63.5957140971,73.406935717,84.2067724227,65.4622577928,68.3948579489,71.5200445416,63.2911982122,64.101912546,6,9,5,5,7,5,10,7,7,7,9,6,8,7,5,7,9,5.0,9.0,8,7,7,7,8,9,7,7,8,7.0,7.0,29% (51%ile),56% (82%ile),9% (47%ile),0% (44%ile),8% (69%ile),11% (40%ile),43% (66%ile),19% (61%ile),0.81 = fraction pre-1960 (92%ile),77%ile,0.936 ug/m3 (61%ile),65%ile,52 lifetime risk per million (87%ile),64%ile,1.8  (59%ile),63%ile,350 daily vehicles/meters distance (72%ile),73%ile,0.0013 toxicity-weighted concentration/meters distance (69%ile),84%ile,0.059 sites/km distance (48%ile),65%ile,0.69 facilities/km distance (68%ile),68%ile,0.14 facilities/km distance (84%ile),71%ile,37.7 ppb (47%ile),63%ile,10.6 ug/m3 (83%ile),64%ile,741778.0,0.0,0,0,5852.51153269,1280514.73323,741778.0
165036,165037,420032901002,633,633,550,274,292,172,0.271721958926,303,0.478672985782,85,0.154545454545,16,0.0583941605839,33,0.0521327014218,100,0.157977883096,292,1.0,0.375197472354,0.195574190726,237.5,123.798462729,9.82263524827,7.54691680571,0.9356930456,52.3157765506,1.83984544897,239.915848923,0.0,0.0570287020801,0.977263038205,0.154837771491,37.7498583333,10.5823279452,9.82263524827,9.19097149127,513.878790787,18.0721307585,2356.60587425,0.0,0.560172139215,9.59929836591,1.52091495202,370.803089082,103.946347483,Pennsylvania,PA,3,48.5126811722,73.882530207,66.7726869114,74.6888151637,43.0545329474,65.6299913804,100.0,60.5732550684,63.2796160407,61.9034199604,87.8906967766,59.1745109873,65.7905812312,40.307599448,47.5802025206,76.5876637495,86.2748235889,47.8476055567,83.3250881469,68.7607132554,60.2873058536,59.7525998733,59.6342884009,64.2064573612,76.1576868214,60.1042545782,62.3435539889,62.5973011878,59.6611969704,59.8441174842,5,8,7,8,5,7,11,7,7,7,9,6,7,5,5,8,9,5.0,9.0,7,7,6,6,7,8,7,7,7,6.0,6.0,27% (48%ile),48% (73%ile),15% (66%ile),6% (74%ile),5% (43%ile),16% (65%ile),38% (60%ile),20% (63%ile),1 = fraction pre-1960 (100%ile),68%ile,0.936 ug/m3 (61%ile),60%ile,52 lifetime risk per million (87%ile),59%ile,1.8  (59%ile),59%ile,240 daily vehicles/meters distance (65%ile),64%ile,0 toxicity-weighted concentration/meters distance (40%ile),76%ile,0.057 sites/km distance (47%ile),60%ile,0.98 facilities/km distance (76%ile),62%ile,0.15 facilities/km distance (86%ile),62%ile,37.7 ppb (47%ile),59%ile,10.6 ug/m3 (83%ile),59%ile,263279.0,0.0,0,0,4682.5809326,454425.221884,263279.0
