,OBJECTID,ID,totalpop,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,MINORPOP,poc,LOWINCOME,lowincome,LESSHS,LESSHSPCT,LINGISO,LINGISOPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,PRE1960,PRE1960PCT,VULEOPCT,VULSVI6PCT,VULEO,VULSVI6,DISPEO,DISPSVI6,dpm,CANCER,RESP,traffic,PWDIS,PNPL,PRMP,PTSDF,O3,PM25,D_LDPNT_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_PWDIS_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_OZONE_2,D_PM25_2,STATE_NAME,ST_ABBREV,REGION,P_MINORPCT,P_LWINCPCT,P_LESHSPCT,P_LNGISPCT,P_UNDR5PCT,P_OVR64PCT,P_LDPNT,P_VULEOPCT,P_VSVI6PCT,P_DSLPM,P_CANCR,P_RESP,P_PTRAF,P_PWDIS,P_PNPL,P_PRMP,P_PTSDF,P_OZONE,P_PM25,P_LDPNT_D2,P_DSLPM_D2,P_CANCR_D2,P_RESP_D2,P_PTRAF_D2,P_PWDIS_D2,P_PNPL_D2,P_PRMP_D2,P_PTSDF_D2,P_OZONE_D2,P_PM25_D2,B_MINORPCT,B_LWINCPCT,B_LESHSPCT,B_LNGISPCT,B_UNDR5PCT,B_OVR64PCT,B_LDPNT,B_VULEOPCT,B_VSVI6PCT,B_DSLPM,B_CANCR,B_RESP,B_PTRAF,B_PWDIS,B_PNPL,B_PRMP,B_PTSDF,B_OZONE,B_PM25,B_LDPNT_D2,B_DSLPM_D2,B_CANCR_D2,B_RESP_D2,B_PTRAF_D2,B_PWDIS_D2,B_PNPL_D2,B_PRMP_D2,B_PTSDF_D2,B_OZONE_D2,B_PM25_D2,T_MINORPCT,T_LWINCPCT,T_LESHSPCT,T_LNGISPCT,T_UNDR5PCT,T_OVR64PCT,T_VULEOPCT,T_VSVI6PCT,T_LDPNT,T_LDPNT_D2,T_DSLPM,T_DSLPM_D2,T_CANCR,T_CANCR_D2,T_RESP,T_RESP_D2,T_PTRAF,T_PTRAF_D2,T_PWDIS,T_PWDIS_D2,T_PNPL,T_PNPL_D2,T_PRMP,T_PRMP_D2,T_PTSDF,T_PTSDF_D2,T_OZONE,T_OZONE_D2,T_PM25,T_PM25_D2,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,Shape_Length,Shape_Area,area
164787,164788,420030402002,735,326,261,124,155,322,0.438095238095,149,0.457055214724,51,0.195402298851,14,0.112903225806,0,0.0,95,0.12925170068,116,0.748387096774,0.447575226409,0.222117946359,328.967791411,163.256690574,64.6030787845,28.2726680561,2.1086490339,89.2759474234,3.41523389823,721.538500389,0.0415520864692,0.0588664445611,0.588466779011,0.108443299482,37.5675033333,10.6152761644,48.3481105742,136.225219666,5767.50106495,220.634624595,46613.6085867,2.68439271583,3.80295355574,38.0167656865,7.00577102012,2426.97637758,685.779522367,Pennsylvania,PA,3,63.7552752986,71.2263406292,75.6173625643,85.6136685532,3.97333749288,51.6137055625,89.8355190542,68.5881053336,70.6249947613,94.0113429407,99.7089113843,93.9261423272,83.4314397357,87.2854139851,48.706274512,64.6028464475,76.9265092793,45.2480419847,83.7271874248,78.2504654021,71.3176688072,68.6200536857,67.9108252746,78.2253923424,91.1511468909,66.1537810555,68.2507431456,70.4839136213,63.8023591589,64.7873161632,7,8,8,9,1,6,9,7,8,10,11,10,9,9,5,7,8,5.0,9.0,8,8,7,7,8,10,7,7,8,7.0,7.0,44% (63%ile),46% (71%ile),20% (75%ile),11% (85%ile),0% (3%ile),13% (51%ile),45% (68%ile),22% (70%ile),0.75 = fraction pre-1960 (89%ile),78%ile,2.11 ug/m3 (94%ile),71%ile,89 lifetime risk per million (99%ile),68%ile,3.4  (93%ile),67%ile,720 daily vehicles/meters distance (83%ile),78%ile,0.042 toxicity-weighted concentration/meters distance (87%ile),91%ile,0.059 sites/km distance (48%ile),66%ile,0.59 facilities/km distance (64%ile),68%ile,0.11 facilities/km distance (76%ile),70%ile,37.6 ppb (45%ile),63%ile,10.6 ug/m3 (83%ile),64%ile,282677.0,0.0,0,0,3311.35617342,488545.814305,282677.0
164788,164789,420030404001,525,525,119,303,370,308,0.586666666667,429,0.817142857143,0,0.0,0,0.0,0,0.0,52,0.0990476190476,176,0.475675675676,0.701904761905,0.250476190476,368.5,131.5,179.66806241,35.0828410586,2.9719851731,73.8073092719,3.00402417076,914.893096581,0.0206266844613,0.055931657297,0.680837081624,0.105089498838,37.48787,10.6288734247,85.4637269842,533.970817561,13260.8162486,539.727202193,164377.069975,3.7059564311,10.0491324939,122.324679272,18.8812266358,6735.37296677,1909.66909381,Pennsylvania,PA,3,73.3744696433,97.7744462245,3.98249819556,44.449286974,3.97333749288,35.0452419761,74.5210632515,88.8895737432,76.7073237892,97.2340447406,99.0787722369,90.3485323336,86.4278014787,84.323048655,46.8966596059,67.9929487454,75.9101553035,44.1369558154,83.876373105,82.7831567589,85.7008092946,77.9021333385,76.7735711708,86.1145515745,91.7966112571,72.7239870869,76.8410773149,78.4934402845,70.9929942439,72.9645314714,8,11,1,5,1,4,8,9,8,11,11,10,9,9,5,7,8,5.0,9.0,9,9,8,8,9,10,8,8,8,8.0,8.0,59% (73%ile),82% (97%ile),0% (3%ile),0% (44%ile),0% (3%ile),10% (35%ile),70% (88%ile),25% (76%ile),0.48 = fraction pre-1960 (74%ile),82%ile,2.97 ug/m3 (97%ile),85%ile,74 lifetime risk per million (99%ile),77%ile,3  (90%ile),76%ile,910 daily vehicles/meters distance (86%ile),86%ile,0.021 toxicity-weighted concentration/meters distance (84%ile),91%ile,0.056 sites/km distance (46%ile),72%ile,0.68 facilities/km distance (67%ile),76%ile,0.11 facilities/km distance (75%ile),78%ile,37.5 ppb (44%ile),70%ile,10.6 ug/m3 (83%ile),72%ile,75209.0,0.0,0,0,1532.83501506,130000.902731,75209.0
164789,164790,420030404002,1573,1511,979,899,1037,640,0.406865861411,701,0.46393117141,20,0.0204290091931,73,0.0812013348165,4,0.00254291163382,552,0.350921805467,714,0.688524590164,0.43539851641,0.220982015655,684.881866314,347.604710626,119.105413305,58.7205372639,2.9719851731,73.8073092719,3.00402417076,616.854256891,0.0202405656351,0.0567173745146,0.754486909598,0.102623387258,37.48787,10.6288734247,82.0070058821,353.979522378,8790.85007575,357.795540436,73470.6812159,2.41076093549,6.75534633312,89.8634752008,12.2230009541,4465.00825027,1265.95636221,Pennsylvania,PA,3,61.3055741832,72.1017322587,11.1270317879,80.2641202295,4.13085450374,97.440970424,86.755906602,67.368689589,70.3467071789,97.2340447406,99.0787722369,90.3485323336,81.2002881216,84.2361845185,47.3845802092,70.437544258,75.1982431191,44.1369558154,83.876373105,82.4422430808,80.6342798135,72.7089425555,72.1072060349,81.052120746,90.9167358637,69.7662882799,74.3041980305,74.7563838368,67.3468028013,68.852832471,7,8,2,9,1,11,9,7,8,11,11,10,9,9,5,8,8,5.0,9.0,9,9,8,8,9,10,7,8,8,7.0,7.0,41% (61%ile),46% (72%ile),2% (11%ile),8% (80%ile),0% (4%ile),35% (97%ile),44% (67%ile),22% (70%ile),0.69 = fraction pre-1960 (86%ile),82%ile,2.97 ug/m3 (97%ile),80%ile,74 lifetime risk per million (99%ile),72%ile,3  (90%ile),72%ile,620 daily vehicles/meters distance (81%ile),81%ile,0.02 toxicity-weighted concentration/meters distance (84%ile),90%ile,0.057 sites/km distance (47%ile),69%ile,0.75 facilities/km distance (70%ile),74%ile,0.1 facilities/km distance (75%ile),74%ile,37.5 ppb (44%ile),67%ile,10.6 ug/m3 (83%ile),68%ile,124296.0,0.0,0,0,1936.60991235,214864.292993,124296.0
164790,164791,420030405001,1747,1315,100,453,524,285,0.163136805953,1081,0.822053231939,6,0.06,30,0.0662251655629,0,0.0,11,0.00629650829994,253,0.482824427481,0.492595018946,0.186285285292,860.563498099,325.440393406,232.202745774,4.60081879501,1.908563892,68.9083233016,2.65575648731,565.340006721,0.0350257497332,0.0567306883897,0.393328282466,0.112183207984,37.5136416667,10.6280843836,112.113157788,443.173776208,16000.7018773,616.673948461,131273.501857,8.13307526084,13.1730216137,91.3319071793,26.0492489236,8710.77059899,2467.87037618,Pennsylvania,PA,3,34.4516856279,97.9119784018,31.9982715765,76.9046477576,3.97333749288,1.16598605284,74.9604104887,72.9151170364,60.2579935693,92.173793113,98.60838345,85.5257781902,79.8723713653,86.5970845563,47.3907931845,55.6666781385,77.9900891339,44.5087845899,83.8718259928,85.0713581142,83.3689266878,80.6049637859,78.4828344687,84.6722601516,93.2723018361,74.8885886209,74.4241291474,81.5268568249,73.884436619,76.0782832631,4,11,4,8,1,1,8,8,7,10,11,9,8,9,5,6,8,5.0,9.0,9,9,9,8,9,10,8,8,9,8.0,8.0,16% (34%ile),82% (97%ile),6% (31%ile),7% (76%ile),0% (3%ile),1% (1%ile),49% (72%ile),19% (60%ile),0.48 = fraction pre-1960 (74%ile),85%ile,1.91 ug/m3 (92%ile),83%ile,69 lifetime risk per million (98%ile),80%ile,2.7  (85%ile),78%ile,570 daily vehicles/meters distance (79%ile),84%ile,0.035 toxicity-weighted concentration/meters distance (86%ile),93%ile,0.057 sites/km distance (47%ile),74%ile,0.39 facilities/km distance (55%ile),74%ile,0.11 facilities/km distance (77%ile),81%ile,37.5 ppb (44%ile),73%ile,10.6 ug/m3 (83%ile),76%ile,268194.0,0.0,0,0,3200.75213183,463512.609349,268194.0
164791,164792,420030405002,1882,1669,391,585,753,337,0.179064824655,1487,0.890952666267,9,0.0230179028133,68,0.116239316239,6,0.00318809776833,96,0.0510095642933,532,0.706507304117,0.535008745461,0.210578728673,1006.88645896,396.309167362,329.968922681,50.6766090232,1.908563892,68.9083233016,2.65575648731,1075.35826334,0.0450607661665,0.0571790772244,0.507226146727,0.113781349341,37.5136416667,10.6280843836,233.125454006,629.766771312,22737.6052036,876.317107022,354834.807651,14.8686524672,18.8673185116,167.368865191,37.5443092632,12378.3359266,3506.93755421,Pennsylvania,PA,3,36.849192696,99.2427035556,12.4990655657,86.0592632032,4.18995312074,11.2897280158,87.704673896,76.5329974655,67.5989070989,92.173793113,98.60838345,85.5257781902,88.2168881331,87.6250657709,47.6663166011,61.0845530772,78.4219375168,44.5087845899,83.8718259928,91.6440730312,87.7312582552,86.1184126131,83.3868029309,91.0143402009,94.2661639049,77.9223179427,79.5048674799,85.1701726977,78.7092211146,81.1762536202,4,11,2,9,1,2,9,8,7,10,11,9,9,9,5,7,8,5.0,9.0,10,9,9,9,10,10,8,8,9,8.0,9.0,18% (36%ile),89% (99%ile),2% (12%ile),12% (86%ile),0% (4%ile),5% (11%ile),54% (76%ile),21% (67%ile),0.71 = fraction pre-1960 (87%ile),91%ile,1.91 ug/m3 (92%ile),87%ile,69 lifetime risk per million (98%ile),86%ile,2.7  (85%ile),83%ile,1100 daily vehicles/meters distance (88%ile),91%ile,0.045 toxicity-weighted concentration/meters distance (87%ile),94%ile,0.057 sites/km distance (47%ile),77%ile,0.51 facilities/km distance (61%ile),79%ile,0.11 facilities/km distance (78%ile),85%ile,37.5 ppb (44%ile),78%ile,10.6 ug/m3 (83%ile),81%ile,204120.0,0.0,0,0,2495.92427772,352749.462649,204120.0
164792,164793,420030406001,2193,2193,466,865,1095,537,0.24487004104,1745,0.795713634291,106,0.227467811159,59,0.0682080924855,25,0.0113999088007,98,0.0446876424989,609,0.556164383562,0.520291837666,0.232057855046,1141.0,508.902876116,352.222020694,106.154629337,1.7049137156,63.2491174669,2.36358585289,378.556843473,0.041795437755,0.0559214114364,0.486760091977,0.116939832681,37.5153366667,10.6385038356,195.893343016,600.508154018,22277.7319613,832.50698519,133336.056356,14.7212735419,19.6967525362,171.44762319,41.1887841667,13213.7276878,3747.11531815,Pennsylvania,PA,3,45.4324058762,97.1148860578,80.8745345454,77.3721288886,6.78793850988,8.87594810232,79.3937438438,75.2828618519,72.9230237702,89.54887029,97.4918079699,79.1399061446,73.4708059874,87.31129706,46.8886779942,60.0808231468,79.1971670754,44.5343756551,84.0324486385,90.0013133974,87.1645747155,85.8119225619,82.6553397971,84.7591486029,94.2468720934,78.2838593938,79.699536598,86.1025189702,79.7156473596,82.2283227571,5,11,9,8,1,1,8,8,8,9,11,8,8,9,5,7,8,5.0,9.0,10,9,9,9,9,10,8,8,9,8.0,9.0,24% (45%ile),80% (97%ile),23% (80%ile),7% (77%ile),1% (6%ile),4% (8%ile),52% (75%ile),23% (72%ile),0.56 = fraction pre-1960 (79%ile),90%ile,1.7 ug/m3 (89%ile),87%ile,63 lifetime risk per million (97%ile),85%ile,2.4  (79%ile),82%ile,380 daily vehicles/meters distance (73%ile),84%ile,0.042 toxicity-weighted concentration/meters distance (87%ile),94%ile,0.056 sites/km distance (46%ile),78%ile,0.49 facilities/km distance (60%ile),79%ile,0.12 facilities/km distance (79%ile),86%ile,37.5 ppb (44%ile),79%ile,10.6 ug/m3 (84%ile),82%ile,253062.0,0.0,0,0,3199.72973348,437306.010278,253062.0
164793,164794,420030409001,827,778,317,366,481,162,0.195888754534,591,0.759640102828,59,0.186119873817,0,0.0,6,0.00725513905683,96,0.116082224909,240,0.49896049896,0.477764428681,0.210831015857,395.111182519,174.357250114,97.6559208292,22.4772683149,2.0973266324,69.2335928222,2.92042893058,3165.73644801,0.088619901607,0.0577373603048,0.562341644965,0.117220207684,37.5506533333,10.6311035616,48.7264469833,204.816363567,6761.07025937,285.197176432,309152.907933,8.65425809523,5.63839508681,54.9159911597,11.4472473212,3667.04362901,1038.19020774,Pennsylvania,PA,3,39.1901586876,95.7783434866,73.8122381244,44.449286974,5.06642463582,44.4852735757,75.9565654232,71.5760997011,67.6598820882,93.9253050694,98.6340142796,89.3832935634,96.0340972254,90.0875318764,48.0026898945,63.5520896811,79.2627269971,45.0149476893,83.9020529177,78.3099469393,74.8764629334,70.0327580732,69.99488148,90.195147484,93.3843650305,68.5156234655,70.5358931449,74.2146382999,66.0245448572,67.3416506798,4,11,8,5,1,5,8,8,7,10,11,9,11,10,5,7,8,5.0,9.0,8,8,8,7,10,10,7,8,8,7.0,7.0,20% (39%ile),76% (95%ile),19% (73%ile),0% (44%ile),1% (5%ile),12% (44%ile),48% (71%ile),21% (67%ile),0.5 = fraction pre-1960 (75%ile),78%ile,2.1 ug/m3 (93%ile),74%ile,69 lifetime risk per million (98%ile),70%ile,2.9  (89%ile),69%ile,3200 daily vehicles/meters distance (96%ile),90%ile,0.089 toxicity-weighted concentration/meters distance (90%ile),93%ile,0.058 sites/km distance (48%ile),68%ile,0.56 facilities/km distance (63%ile),70%ile,0.12 facilities/km distance (79%ile),74%ile,37.6 ppb (45%ile),66%ile,10.6 ug/m3 (83%ile),67%ile,428653.0,0.0,0,0,5433.82021553,740711.625094,428653.0
164794,164795,420030409002,1100,1100,531,462,587,506,0.46,649,0.59,50,0.0941619585687,62,0.134199134199,5,0.00454545454545,98,0.0890909090909,368,0.626916524702,0.525,0.228666242734,577.5,251.532867007,181.852130763,49.5159625586,2.0973266324,69.2335928222,2.92042893058,1903.08383552,0.0746208361104,0.0557287756754,0.526127269226,0.123557343922,37.5506533333,10.6311035616,114.006105828,381.403317008,12590.2763751,531.086223768,346079.85051,13.569958046,10.1343966014,95.6773649613,22.4691662637,6828.66632021,1933.28883505,Pennsylvania,PA,3,65.2974561356,85.0497998956,47.4360994071,88.1476064291,4.36796805293,29.556780182,83.446325917,75.6811608003,72.1675525156,93.9253050694,98.6340142796,89.3832935634,93.1757965446,89.4968674019,46.773431963,61.9744947271,80.7557591398,45.0149476893,83.9020529177,85.2266009833,81.5194186077,77.164947469,76.5739951442,90.8788581633,94.1319847956,72.7888197129,74.7752271763,80.1204382651,71.1313883655,73.1010701676,7,9,5,9,1,3,9,8,8,10,11,9,10,9,5,7,9,5.0,9.0,9,9,8,8,10,10,8,8,9,8.0,8.0,46% (65%ile),59% (85%ile),9% (47%ile),13% (88%ile),0% (4%ile),9% (29%ile),52% (75%ile),23% (72%ile),0.63 = fraction pre-1960 (83%ile),85%ile,2.1 ug/m3 (93%ile),81%ile,69 lifetime risk per million (98%ile),77%ile,2.9  (89%ile),76%ile,1900 daily vehicles/meters distance (93%ile),90%ile,0.075 toxicity-weighted concentration/meters distance (89%ile),94%ile,0.056 sites/km distance (46%ile),72%ile,0.53 facilities/km distance (61%ile),74%ile,0.12 facilities/km distance (80%ile),80%ile,37.6 ppb (45%ile),71%ile,10.6 ug/m3 (83%ile),73%ile,230241.0,0.0,0,0,2717.58880301,397814.127935,230241.0
164795,164796,420030409003,994,994,342,327,387,179,0.180080482897,555,0.558350100604,24,0.0701754385965,0,0.0,0,0.0,77,0.0774647887324,292,0.754521963824,0.36921529175,0.147678468472,367.0,146.792397661,9.47819816224,-35.7574232684,2.0973266324,69.2335928222,2.92042893058,1405.36526469,0.0651504071354,0.0549745631842,0.511330851523,0.126281245376,37.5506533333,10.6311035616,7.15150869089,19.8788774328,656.209712253,27.6804041228,13320.3304691,0.61750846918,0.521059803743,4.8464951372,1.19691866785,355.912533415,100.763706241,Pennsylvania,PA,3,37.0134629408,82.2859437057,36.9408107807,44.449286974,3.97333749288,23.4757559895,90.1532439435,59.8323550022,44.8412231911,93.9253050694,98.6340142796,89.3832935634,90.815856414,89.0085017797,46.2853676066,61.2690147808,81.3423464664,45.0149476893,83.9020529177,67.4665377098,61.7946491191,60.0386172346,60.1303778417,71.2462148834,88.1707681643,59.9939874575,60.7942733309,61.8697862684,59.6214483065,59.8135972793,4,9,4,5,1,3,10,6,5,10,11,9,10,9,5,7,9,5.0,9.0,7,7,7,7,8,9,6,7,7,6.0,6.0,18% (37%ile),56% (82%ile),7% (36%ile),0% (44%ile),0% (3%ile),8% (23%ile),37% (59%ile),15% (44%ile),0.75 = fraction pre-1960 (90%ile),67%ile,2.1 ug/m3 (93%ile),61%ile,69 lifetime risk per million (98%ile),60%ile,2.9  (89%ile),60%ile,1400 daily vehicles/meters distance (90%ile),71%ile,0.065 toxicity-weighted concentration/meters distance (89%ile),88%ile,0.055 sites/km distance (46%ile),59%ile,0.51 facilities/km distance (61%ile),60%ile,0.13 facilities/km distance (81%ile),61%ile,37.6 ppb (45%ile),59%ile,10.6 ug/m3 (83%ile),59%ile,253498.0,0.0,0,0,2922.18504122,437983.274265,253498.0
164796,164797,420030501001,577,577,454,273,414,542,0.939341421144,289,0.500866551127,78,0.171806167401,0,0.0,21,0.0363951473137,101,0.175043327556,352,0.850241545894,0.720103986135,0.30390876909,415.5,175.355359765,207.964708591,69.3883107951,1.3843228647,59.6510035548,2.07691358239,160.420838967,0.0182333336731,0.0618233687893,1.06956240438,0.096842789194,37.574675,10.6072980822,176.820235324,287.890301154,12405.3035715,431.92472793,33361.8730278,3.79188992398,12.8570788744,222.431233748,20.1398824339,7814.20633679,2205.9436546,Pennsylvania,PA,3,93.0345350024,76.3728072798,70.8568678009,44.449286974,25.8283005785,72.6345704775,94.9211393035,90.0503859499,85.5672012482,82.0466543531,95.9272127028,69.708473925,59.0379832242,83.7697340396,50.4816408066,78.7011757651,73.2867922878,45.3593255199,83.632333613,89.0536269367,78.3564091788,76.9461214647,74.1095259782,76.2824813929,91.8442843888,74.6943577126,81.9531351721,79.0858194373,72.5759994151,74.6496970069,10,8,8,5,3,8,10,10,9,9,11,7,6,9,6,8,8,5.0,9.0,9,8,8,8,8,10,8,9,8,8.0,8.0,94% (93%ile),50% (76%ile),17% (70%ile),0% (44%ile),4% (25%ile),18% (72%ile),72% (90%ile),30% (85%ile),0.85 = fraction pre-1960 (94%ile),89%ile,1.38 ug/m3 (82%ile),78%ile,60 lifetime risk per million (95%ile),76%ile,2.1  (69%ile),74%ile,160 daily vehicles/meters distance (59%ile),76%ile,0.018 toxicity-weighted concentration/meters distance (83%ile),91%ile,0.062 sites/km distance (50%ile),74%ile,1.1 facilities/km distance (78%ile),81%ile,0.097 facilities/km distance (73%ile),79%ile,37.6 ppb (45%ile),72%ile,10.6 ug/m3 (83%ile),74%ile,242121.0,0.0,0,0,2768.30915574,418561.857627,242121.0
164797,164798,420030501002,415,415,316,240,258,410,0.987951807229,248,0.597590361446,51,0.161392405063,0,0.0,0,0.0,36,0.0867469879518,199,0.771317829457,0.792771084337,0.305613593615,329.0,126.82964135,179.732849333,50.6141728536,1.3843228647,59.6510035548,2.07691358239,83.3943093796,0.0269839616281,0.0624928318887,0.795556580908,0.0991748274403,37.574675,10.6072980822,138.63115123,248.80829287,10721.2448345,373.289595982,14988.696843,4.84990430971,11.2320147383,142.987651092,17.824974318,6753.40340053,1906.47990804,Pennsylvania,PA,3,97.4335938388,85.697780833,68.4305425113,44.449286974,3.97333749288,28.3322591505,90.9945092306,94.4898036924,85.8073740519,82.0466543531,95.9272127028,69.708473925,48.3251248288,85.5070886545,50.8704511057,71.6801762783,74.0791211928,45.3593255199,83.632333613,86.9228914099,76.8136786611,75.0277996432,72.5664416006,71.8478555241,92.3041800219,73.6157810975,78.1419820831,77.9774963666,71.0181199418,72.9489698186,11,9,7,5,1,3,10,10,9,9,11,7,5,9,6,8,8,5.0,9.0,9,8,8,8,8,10,8,8,8,8.0,8.0,99% (97%ile),60% (85%ile),16% (68%ile),0% (44%ile),0% (3%ile),9% (28%ile),79% (94%ile),31% (85%ile),0.77 = fraction pre-1960 (90%ile),86%ile,1.38 ug/m3 (82%ile),76%ile,60 lifetime risk per million (95%ile),75%ile,2.1  (69%ile),72%ile,83 daily vehicles/meters distance (48%ile),71%ile,0.027 toxicity-weighted concentration/meters distance (85%ile),92%ile,0.062 sites/km distance (50%ile),73%ile,0.8 facilities/km distance (71%ile),78%ile,0.099 facilities/km distance (74%ile),77%ile,37.6 ppb (45%ile),71%ile,10.6 ug/m3 (83%ile),72%ile,239937.0,0.0,0,0,2995.33265933,414758.425046,239937.0
164798,164799,420030501003,768,763,581,413,462,592,0.770833333333,544,0.712975098296,182,0.313253012048,10,0.0242130750605,37,0.0481770833333,238,0.309895833333,145,0.313852813853,0.741904215815,0.363224572567,569.782437746,278.956471732,293.548289042,137.91194208,1.3843228647,59.6510035548,2.07691358239,163.677997223,0.028913611962,0.0644899145541,0.531620634568,0.100349081582,37.574675,10.6072980822,92.1309565175,406.365608414,17510.4500331,609.674428597,48047.3960386,8.48754132146,18.9309040778,156.056327697,29.4573012053,11029.9815576,3113.75420339,Pennsylvania,PA,3,83.1059603961,93.5777638812,89.9848032805,59.6836590577,38.5693366509,95.8836067373,62.5321387196,91.4733045166,92.9609675618,82.0466543531,95.9272127028,69.708473925,59.3460902445,85.8060841826,51.9885711838,62.2067816491,74.4733340791,45.3593255199,83.632333613,83.4048773312,82.2943445816,81.9886503992,78.3320519288,78.3962268887,93.3513149779,77.9515734263,78.8904031193,82.6819283878,76.9891488979,79.3421311118,9,10,9,6,4,11,7,10,10,9,11,7,6,9,6,7,8,5.0,9.0,9,9,9,8,8,10,8,8,9,8.0,8.0,77% (83%ile),71% (93%ile),31% (89%ile),2% (59%ile),5% (38%ile),31% (95%ile),74% (91%ile),36% (92%ile),0.31 = fraction pre-1960 (62%ile),83%ile,1.38 ug/m3 (82%ile),82%ile,60 lifetime risk per million (95%ile),81%ile,2.1  (69%ile),78%ile,160 daily vehicles/meters distance (59%ile),78%ile,0.029 toxicity-weighted concentration/meters distance (85%ile),93%ile,0.064 sites/km distance (51%ile),77%ile,0.53 facilities/km distance (62%ile),78%ile,0.1 facilities/km distance (74%ile),82%ile,37.6 ppb (45%ile),76%ile,10.6 ug/m3 (83%ile),79%ile,308316.0,0.0,0,0,3205.22417778,532940.023518,308316.0
164799,164800,420030506001,665,645,569,404,515,471,0.708270676692,339,0.525581395349,38,0.066783831283,0,0.0,35,0.0526315789474,193,0.29022556391,359,0.697087378641,0.616926036021,0.273915507697,410.255813954,182.153812618,171.068693006,60.0254112926,1.550933654,62.2919634447,2.1882450292,610.067020274,0.0166339133595,0.0602392781781,1.44770568539,0.0939578295853,37.5125166667,10.6231838356,119.249826775,265.316193129,10656.2047712,374.340217121,104363.367804,2.84554181798,10.3050545855,247.657119457,16.0732431048,6417.21719753,1817.29417432,Pennsylvania,PA,3,79.9089272923,78.9901086559,35.2522602711,44.449286974,43.6290980958,94.7059656294,87.2061797029,82.9229027333,80.9591106262,86.5707065221,97.1904435159,73.8497226835,81.0449172964,83.3466952034,49.5393085941,85.2939390197,72.283278145,44.4983044424,83.8168620773,85.5927703349,77.4838877011,74.9567490018,72.5962909456,83.2668984136,91.2584257668,72.9310135963,82.8813558899,77.0409815716,70.5077847596,72.4405129643,8,8,4,5,5,10,9,9,9,9,11,8,9,9,5,9,8,5.0,9.0,9,8,8,8,9,10,8,9,8,8.0,8.0,71% (79%ile),53% (78%ile),7% (35%ile),0% (44%ile),5% (43%ile),29% (94%ile),62% (82%ile),27% (80%ile),0.7 = fraction pre-1960 (87%ile),85%ile,1.55 ug/m3 (86%ile),77%ile,62 lifetime risk per million (97%ile),74%ile,2.2  (73%ile),72%ile,610 daily vehicles/meters distance (81%ile),83%ile,0.017 toxicity-weighted concentration/meters distance (83%ile),91%ile,0.06 sites/km distance (49%ile),72%ile,1.4 facilities/km distance (85%ile),82%ile,0.094 facilities/km distance (72%ile),77%ile,37.5 ppb (44%ile),70%ile,10.6 ug/m3 (83%ile),72%ile,391440.0,6849.0,0,0,4166.36002288,688644.65542,398289.0
